,Incident Date,County,State,Zipcode,Latitude,Longitude,# Killed,# Injured,State FIPS,County FIPS
332,2015-10-06,Baltimore City,Maryland,21223,39.3,-76.61,0,5,24,510
333,2015-10-02,Baltimore City,Maryland,21215,39.3,-76.61,1,4,24,510
334,2015-10-01,Douglas,Oregon,97470,43.21,-123.4,10,9,41,019
335,2015-09-28,Hamilton,Ohio,45207,39.09,-84.51,0,5,39,061
336,2015-09-28,Cook,Illinois,60609,41.83,-87.68,3,2,17,031
337,2015-09-28,Cook,Illinois,60609,41.83,-87.68,2,3,17,031
338,2015-09-28,Montgomery,Ohio,45417,39.77,-84.19,0,4,39,113
339,2015-09-27,Meriwether,Georgia,30222,33.02,-84.71,0,10,13,199
340,2015-09-27,Cook,Illinois,60609,41.83,-87.68,0,4,17,031
341,2015-09-27,Jackson,Missouri,64108,39.09,-94.58,0,4,29,095
342,2015-09-25,Vermilion,Illinois,61832,40.14,-87.61,0,4,17,183
343,2015-09-24,Cook,Illinois,60609,41.83,-87.68,0,5,17,031
344,2015-09-23,Caddo Parish,Louisiana,71107,32.47,-93.79,0,5,22,017
345,2015-09-23,L,Florida,33916,26.63,-81.85,0,4,,
346,2015-09-23,Gwinnett,Georgia,30093,33.94,-84.2,1,3,13,135
347,2015-09-20,Philadelphia,Pennsylvania,19124,39.95,-75.16,1,3,42,101
348,2015-09-20,Cook,Illinois,60621,41.83,-87.68,1,5,17,031
349,2015-09-20,Tulsa,Oklahoma,74115,36.12,-95.91,0,6,40,143
350,2015-09-19,Marion,Indiana,46208,39.77,-86.14,1,3,18,097
351,2015-09-17,Charles Mix,South Dakota,57342,43.25,-98.69,6,0,46,023
352,2015-09-17,Calhoun,Michigan,49224,42.24,-84.75,0,4,26,025
353,2015-09-15,Essex,New Jersey,07103,40.72,-74.17,0,4,34,013
354,2015-09-13,Marion,Florida,34475,29.18,-82.13,1,5,12,083
355,2015-09-12,Caddo Parish,Louisiana,71108,32.47,-93.79,0,4,22,017
356,2015-09-12,Monroe,New York,14605,43.16,-77.61,2,4,36,055
357,2015-09-12,Hennepin,Minnesota,55403,44.96,-93.26,0,6,27,053
358,2015-09-12,Hennepin,Minnesota,55411,44.96,-93.26,1,3,27,053
359,2015-09-11,Mecklenburg,North Carolina,28206,35.19,-80.83,0,5,37,119
360,2015-09-10,Hennepin,Minnesota,55331,44.9,-93.56,5,0,27,053
361,2015-09-08,None,Georgia,NaN,52.52000659999999,13.404954,0,4,,
362,2015-09-08,None,Illinois,NaN,41.8781136,-87.6297982,0,4,,
363,2015-09-07,Lake,Indiana,46403,41.59,-87.34,2,4,18,089
364,2015-09-07,Denver,Colorado,80202,39.76,-104.87,0,4,08,031
365,2015-09-05,Mecklenburg,North Carolina,28217,35.19,-80.83,1,3,37,119
366,2015-09-05,Volusia,Florida,32114,29.19,-81.05,0,4,12,127
367,2015-09-05,Clark,Nevada,89122,36.1,-115.02,1,3,32,003
368,2015-09-05,Boone,Missouri,65201,38.95,-92.32,0,4,29,019
369,2015-08-30,Shelby,Tennessee,38109,35.1,-90.0,1,4,47,157
370,2015-08-29,Sullivan,Tennessee,37620,36.56,-82.19,3,2,47,163
371,2015-08-29,Smith,Texas,75706,32.32,-95.3,1,3,48,423
372,2015-08-28,Kings,New York,11225,40.64,-73.94,1,3,36,047
373,2015-08-27,Monterey,California,93901,36.64,-121.62,2,2,06,053
374,2015-08-26,Cook,Illinois,60612,41.83,-87.68,2,2,17,031
375,2015-08-26,Hennepin,Minnesota,55429,44.96,-93.26,0,4,27,053
376,2015-08-26,Palm Beach,Florida,33407,26.74,-80.12,2,2,12,099
377,2015-08-25,Orleans Parish,Louisiana,70125,30.06,-89.93,1,3,22,071
378,2015-08-23,Stanislaus,California,95351,37.63,-121.01,1,7,06,099
379,2015-08-22,Orange,Florida,32808,28.5,-81.37,0,4,12,095
380,2015-08-22,Chaves,New Mexico,88203,33.33,-104.52,3,1,35,005
381,2015-08-21,Durham,North Carolina,27704,35.98,-78.91,0,8,37,063
382,2015-08-21,Hamilton,Ohio,45227,39.09,-84.51,2,5,39,061
383,2015-08-20,Starr,Texas,78548,26.39,-98.55,2,2,48,427
384,2015-08-19,Monroe,New York,14611,43.16,-77.61,3,4,36,055
385,2015-08-16,Tarrant,Texas,76133,32.75,-97.33,0,6,48,439
386,2015-08-16,Cook,Illinois,60651,41.83,-87.68,0,4,17,031
387,2015-08-16,None,South Carolina,NaN,34.6173803,-79.68478139999999,0,5,,
388,2015-08-15,Allegheny,Pennsylvania,15205,40.43,-79.97,1,3,42,003
389,2015-08-15,Los Angeles,California,90062,34.0,-118.3,0,4,06,037
390,2015-08-15,Orangeburg,South Carolina,29115,33.49,-80.86,1,3,45,075
391,2015-08-10,Los Angeles,California,90813,33.78,-118.18,0,4,06,037
392,2015-08-09,Scott,Mississippi,39074,32.35,-89.47,1,3,28,123
393,2015-08-09,Wayne,Michigan,48205,42.38,-83.1,1,3,26,163
394,2015-08-09,Jackson,Missouri,64111,39.09,-94.58,0,4,29,095
395,2015-08-08,Gaston,North Carolina,28052,35.25,-81.17,2,3,37,071
396,2015-08-08,Mississippi,Arkansas,72315,35.93,-89.92,1,11,05,093
397,2015-08-08,Harris,Texas,77038,29.76,-95.38,8,0,48,201
398,2015-08-07,Washington,Vermont,05641,44.2,-72.5,4,0,50,023
399,2015-08-06,Richland,South Carolina,29204,34.0,-81.03,0,4,45,079
400,2015-08-04,St. Louis City,Missouri,63112,38.63,-90.24,1,4,29,189
401,2015-08-03,Kings,New York,11231,40.64,-73.94,0,5,36,047
402,2015-08-02,Kings,New York,11208,40.64,-73.94,0,9,36,047
403,2015-08-02,Baltimore City,Maryland,21216,39.3,-76.61,0,7,24,510
404,2015-08-02,Cook,Illinois,60651,41.83,-87.68,1,4,17,031
405,2015-08-02,Chatham,Georgia,31404,32.08,-81.1,0,5,13,051
406,2015-08-02,Cook,Illinois,60636,41.83,-87.68,0,4,17,031
407,2015-08-01,Orange,Florida,32807,28.5,-81.37,0,4,12,095
408,2015-07-30,Allegheny,Pennsylvania,15201,40.43,-79.97,0,4,42,003
409,2015-07-27,Winnebago,Illinois,61102,42.27,-89.06,0,5,17,201
410,2015-07-26,Jackson,Missouri,64124,39.09,-94.58,2,3,29,095
411,2015-07-26,Orleans Parish,Louisiana,70126,30.06,-89.93,0,4,22,071
412,2015-07-25,Hopewell City,Virginia,23860,37.29,-77.29,0,4,51,670
413,2015-07-24,Erie,Pennsylvania,16508,42.12,-80.08,2,5,42,049
414,2015-07-23,Lafayette Parish,Louisiana,70503,30.21,-92.02,3,9,22,055
415,2015-07-22,St. Louis City,Missouri,63115,38.63,-90.24,0,6,29,189
416,2015-07-22,Gwinnett,Georgia,30024,34.05,-84.07,5,0,13,135
417,2015-07-21,Miami-Dade,Florida,33056,25.93,-80.26,1,3,12,086
418,2015-07-20,Bronx,New York,10451,40.84,-73.87,0,6,36,005
419,2015-07-19,Suffolk City,Virginia,23434,36.7,-76.63,0,4,51,800
420,2015-07-19,Jefferson,Kentucky,40211,38.22,-85.74,0,6,21,111
421,2015-07-19,None,North Carolina,NaN,35.9382103,-77.7905339,0,4,,
422,2015-07-18,San Diego,California,92113,32.69,-117.11,0,4,06,073
423,2015-07-18,Santa Barbara,California,93103,34.43,-119.68,0,5,06,083
424,2015-07-18,Marion,Oregon,97301,44.9,-122.92,1,4,41,047
425,2015-07-18,East Baton Rouge Parish,Louisiana,70802,30.44,-91.12,2,2,22,033
426,2015-07-17,Cook,Illinois,60624,41.83,-87.68,0,5,17,031
427,2015-07-17,Hamilton,Ohio,45211,39.09,-84.51,0,4,39,061
428,2015-07-16,Hamilton,Tennessee,37406,35.06,-85.25,6,2,47,065
429,2015-07-16,Dallas,Texas,75212,32.79,-96.76,0,5,48,113
430,2015-07-15,Fulton,Georgia,30318,33.78,-84.44,0,5,13,121
431,2015-07-15,Baltimore City,Maryland,21215,39.3,-76.61,1,3,24,510
432,2015-07-15,Cuyahoga,Ohio,44108,41.47,-81.67,0,7,39,035
433,2015-07-15,Wayne,Michigan,48228,42.38,-83.1,0,4,26,163
434,2015-07-15,Orangeburg,South Carolina,29059,33.32,-80.41,4,1,45,075
435,2015-07-14,St. Louis City,Missouri,63147,38.63,-90.24,0,4,29,189
436,2015-07-13,Los Angeles,California,90650,33.9,-118.07,0,4,06,037
437,2015-07-13,San Joaquin,California,95204,37.97,-121.32,1,4,06,077
438,2015-07-12,Cook,Illinois,60305,41.89,-87.81,2,3,17,031
439,2015-07-12,Hudson,New Jersey,07306,40.71,-74.06,0,4,34,017
440,2015-07-07,Cuyahoga,Ohio,44128,41.47,-81.67,1,3,39,035
441,2015-07-07,Baltimore City,Maryland,21223,39.3,-76.61,3,1,24,510
442,2015-07-05,Caddo Parish,Louisiana,71103,32.47,-93.79,0,8,22,017
443,2015-07-05,Allen,Indiana,46803,41.07,-85.13,0,9,18,003
444,2015-07-05,Essex,New Jersey,07018,40.76,-74.21,1,3,34,013
445,2015-07-04,District Of Columbia,District of Columbia,20020,38.89,-77.03,1,3,,
446,2015-07-04,Jefferson,Kentucky,40211,38.22,-85.74,0,4,21,111
447,2015-07-04,Berkshire,Massachusetts,01201,42.45,-73.26,1,4,25,003
448,2015-07-04,Onondaga,New York,13204,43.04,-76.14,0,4,36,067
449,2015-07-04,Bexar,Texas,78201,29.45,-98.5,0,4,48,029
450,2015-07-02,Marion,Indiana,46222,39.77,-86.14,1,3,18,097
451,2015-06-29,Miami-Dade,Florida,33054,25.93,-80.26,0,4,12,086
452,2015-06-28,Wayne,Michigan,48205,42.38,-83.1,0,5,26,163
453,2015-06-28,Madison,Illinois,62090,38.67,-90.16,0,6,17,119
454,2015-06-28,Kent,Delaware,19952,38.92,-75.57,0,6,10,001
455,2015-06-27,Bristol,Massachusetts,02780,41.9,-71.09,1,3,25,005
456,2015-06-27,Wayne,Michigan,48213,42.38,-83.1,0,4,26,163
457,2015-06-24,New York,New York,10037,40.71,-73.99,0,4,36,061
458,2015-06-22,Philadelphia,Pennsylvania,19134,39.95,-75.16,0,7,42,101
459,2015-06-21,Allegheny,Pennsylvania,15221,40.43,-79.97,0,4,42,003
460,2015-06-21,Fayette,Kentucky,40508,38.04,-84.45,1,4,21,067
461,2015-06-20,Anson,North Carolina,28119,34.86,-80.0,0,4,37,007
462,2015-06-20,Wayne,Michigan,48206,42.38,-83.1,1,11,26,163
463,2015-06-20,Philadelphia,Pennsylvania,19104,39.95,-75.16,0,11,42,101
464,2015-06-19,Providence,Rhode Island,02895,41.99,-71.5,0,4,44,007
465,2015-06-17,Charleston,South Carolina,29401,32.78,-79.99,9,0,45,019
466,2015-06-16,Miami-Dade,Florida,33169,25.77,-80.2,0,4,12,086
467,2015-06-15,Kings,New York,11225,40.64,-73.94,0,4,36,047
468,2015-06-14,Camden,New Jersey,08105,39.93,-75.1,1,3,34,007
469,2015-06-14,Tulsa,Oklahoma,74115,36.12,-95.91,0,4,40,143
470,2015-06-14,St. Louis City,Missouri,63106,38.63,-90.24,0,4,29,189
471,2015-06-13,Fayette,Georgia,30214,33.44,-84.46,1,4,13,113
472,2015-06-13,Oklahoma,Oklahoma,73149,35.46,-97.51,0,4,40,109
473,2015-06-13,Baldwin,Georgia,31061,33.08,-83.23,1,3,13,009
474,2015-06-13,Bronx,New York,10468,40.84,-73.87,0,5,36,005
475,2015-06-13,Franklin,Ohio,43211,39.98,-82.98,4,1,39,049
476,2015-06-12,Miami-Dade,Florida,33142,25.77,-80.2,0,4,12,086
477,2015-06-11,Fairfield,Connecticut,06606,41.18,-73.19,1,8,09,001
478,2015-06-11,Harris,Texas,77004,29.76,-95.38,1,3,48,201
479,2015-06-10,Los Angeles,California,90044,33.95,-118.29,1,3,06,037
480,2015-06-09,St. Louis City,Missouri,63113,38.63,-90.24,1,3,29,189
481,2015-06-07,Powell,Montana,59722,46.37,-112.72,5,0,30,077
482,2015-06-06,Erie,New York,14217,42.88,-78.85,1,4,36,029
483,2015-06-06,Cook,Illinois,60644,41.83,-87.68,0,5,17,031
484,2015-06-05,Scott,Iowa,52802,41.55,-90.6,0,5,19,163
485,2015-06-05,Orleans Parish,Louisiana,70116,30.06,-89.93,1,3,22,071
486,2015-06-03,Suffolk,New York,11798,40.74,-73.37,3,1,36,103
487,2015-05-31,Cuyahoga,Ohio,44135,41.47,-81.67,3,1,39,035
488,2015-05-31,Prince George'S,Maryland,20774,38.81,-76.75,1,3,,
489,2015-05-31,New Haven,Connecticut,06510,41.31,-72.92,0,5,09,009
490,2015-05-31,Rockdale,Georgia,30013,33.66,-84.01,3,2,13,247
491,2015-05-30,San Diego,California,92102,32.72,-117.09,0,4,06,073
492,2015-05-28,Douglas,Nebraska,68127,41.26,-96.01,0,4,31,055
493,2015-05-28,Cook,Illinois,60636,41.83,-87.68,0,5,17,031
494,2015-05-28,Delaware,Pennsylvania,19013,39.84,-75.37,1,3,42,045
495,2015-05-26,Orleans Parish,Louisiana,70127,30.06,-89.93,2,2,22,071
496,2015-05-25,Macon,Illinois,62526,39.85,-88.93,1,4,17,115
497,2015-05-24,Plymouth,Massachusetts,02301,42.08,-71.02,0,5,25,023
498,2015-05-24,Genesee,Michigan,48507,43.02,-83.69,0,7,26,049
499,2015-05-24,None,Alabama,NaN,32.3792233,-86.3077368,1,3,,
500,2015-05-24,St. Louis City,Missouri,63106,38.63,-90.24,0,4,29,189
501,2015-05-23,Fresno,California,93725,36.6,-119.75,2,2,06,019
502,2015-05-20,Baltimore City,Maryland,21205,39.3,-76.61,1,3,24,510
503,2015-05-18,St. Louis,Missouri,63140,38.63,-90.24,0,4,29,189
504,2015-05-18,Miami-Dade,Florida,33147,25.77,-80.2,1,4,12,086
505,2015-05-17,Mclennan,Texas,76711,31.56,-97.18,9,18,,
506,2015-05-16,Milwaukee,Wisconsin,53216,43.06,-87.96,0,5,55,079
507,2015-05-16,Monroe,New York,14605,43.16,-77.61,0,4,36,055
508,2015-05-16,Baltimore City,Maryland,21213,39.3,-76.61,0,5,24,510
509,2015-05-12,Prince George'S,Maryland,20743,38.87,-76.9,1,4,,
510,2015-05-12,Pima,Arizona,85757,32.08,-111.11,5,0,04,019
511,2015-05-10,Cuyahoga,Ohio,44111,41.47,-81.67,1,4,39,035
512,2015-05-10,Hudson,New Jersey,07305,40.71,-74.06,0,4,34,017
513,2015-05-10,Essex,New Jersey,07103,40.72,-74.17,1,3,34,013
514,2015-05-07,Hamilton,Ohio,45225,39.09,-84.51,0,4,39,061
515,2015-05-07,Wayne,Michigan,48228,42.38,-83.1,0,4,26,163
516,2015-05-04,Erie,New York,14215,42.88,-78.85,1,3,36,029
517,2015-05-03,St. Joseph,Indiana,46613,41.67,-86.26,0,4,18,141
518,2015-05-03,Harris,Texas,77004,29.76,-95.38,0,6,48,201
519,2015-05-03,New York,New York,10021,40.77,-73.95,0,4,36,061
520,2015-05-03,Montgomery,Ohio,45417,39.77,-84.19,1,6,39,113
521,2015-05-03,None,Wisconsin,NaN,44.2022084,-88.44649729999999,4,1,,
522,2015-05-01,Milwaukee,Wisconsin,53216,43.06,-87.96,2,3,55,079
523,2015-04-27,Kings,New York,11226,40.64,-73.94,2,4,36,047
524,2015-04-27,Maricopa,Arizona,85337,32.99,-112.9,2,2,04,013
525,2015-04-25,None,New Jersey,NaN,40.2205824,-74.759717,0,4,,
526,2015-04-25,Monroe,New York,14624,43.16,-77.61,1,6,36,055
527,2015-04-21,Bell,Texas,76541,31.09,-97.71,2,3,48,027
528,2015-04-19,Richmond City,Virginia,23220,37.55,-77.46,0,4,51,760
529,2015-04-18,Montgomery,Alabama,36108,32.35,-86.28,0,5,01,101
530,2015-04-18,Lycoming,Pennsylvania,17701,41.23,-77.03,0,5,42,081
531,2015-04-18,Robeson,North Carolina,28358,34.63,-79.01,1,3,37,155
532,2015-04-18,Mecklenburg,North Carolina,28208,35.19,-80.83,0,4,37,119
533,2015-04-18,Passaic,New Jersey,07501,40.91,-74.16,1,3,34,031
534,2015-04-16,Maricopa,Arizona,85032,33.62,-112.0,5,0,04,013
535,2015-04-07,Floyd,Georgia,30161,34.26,-85.18,1,3,13,115
536,2015-04-05,Allegheny,Pennsylvania,15219,40.43,-79.97,1,3,42,003
537,2015-04-05,Jefferson,Kentucky,40211,38.22,-85.74,1,4,21,111
538,2015-04-05,Marion,Indiana,46254,39.77,-86.14,0,5,18,097
539,2015-04-05,Berrien,Michigan,49022,42.11,-86.44,0,4,26,021
540,2015-04-03,Volusia,Florida,32114,29.19,-81.05,0,4,12,127
541,2015-04-02,Baltimore City,Maryland,21217,39.3,-76.61,0,5,24,510
542,2015-03-27,B,Florida,32408,30.17,-85.67,0,7,,
543,2015-03-26,Potter,Texas,79107,35.2,-101.81,0,4,48,375
544,2015-03-24,Marion,Indiana,46208,39.77,-86.14,4,0,18,097
545,2015-03-23,Montgomery,Tennessee,37040,36.56,-87.34,1,4,47,125
546,2015-03-22,Bernalillo,New Mexico,87112,35.11,-106.62,1,6,35,001
547,2015-03-21,Hillsborough,Florida,33605,27.95,-82.48,0,4,12,057
548,2015-03-20,Oklahoma,Oklahoma,73104,35.46,-97.51,0,4,40,109
549,2015-03-20,Dallas,Texas,75134,32.59,-96.78,1,5,48,113
550,2015-03-18,Essex,New Jersey,07112,40.72,-74.17,1,3,34,013
551,2015-03-18,Maricopa,Arizona,85201,33.44,-111.85,1,5,04,013
552,2015-03-17,San Joaquin,California,95202,37.95,-121.28,3,4,06,077
553,2015-03-15,Los Angeles,California,90220,33.87,-118.24,0,4,06,037
554,2015-03-14,Fulton,Georgia,30311,33.76,-84.42,0,5,13,121
555,2015-03-14,Riverside,California,92236,33.7,-116.17,0,4,06,065
556,2015-03-13,Lincoln,Mississippi,39601,31.58,-90.44,2,3,28,085
557,2015-03-10,Muscogee,Georgia,31903,32.51,-84.87,0,5,13,215
558,2015-03-09,Cook,Illinois,60628,41.83,-87.68,1,3,17,031
559,2015-03-08,Oconee,South Carolina,29678,34.68,-82.95,1,3,45,073
560,2015-03-07,St. Louis City,Missouri,63103,38.63,-90.24,0,4,29,189
561,2015-03-04,San Bernardino,California,92408,34.07,-117.25,3,4,06,071
562,2015-03-01,Orange,Florida,32819,28.5,-81.37,0,4,12,095
563,2015-03-01,Wayne,Michigan,48213,42.38,-83.1,1,5,26,163
564,2015-02-28,Baltimore City,Maryland,21218,39.3,-76.61,1,3,24,510
565,2015-02-26,Texas,Missouri,65464,37.18,-91.99,8,1,29,215
566,2015-02-25,Harris,Texas,77033,29.76,-95.38,3,1,48,201
567,2015-02-23,Volusia,Florida,32114,29.19,-81.05,0,4,12,127
568,2015-02-22,Bell,Texas,76543,31.09,-97.71,4,1,48,027
569,2015-02-22,Habersham,Georgia,30523,34.6,-83.52,3,2,13,137
570,2015-02-22,Charleston,South Carolina,29405,32.78,-79.99,0,4,45,019
571,2015-02-20,Sacramento,California,95811,38.59,-121.49,0,4,06,067
572,2015-02-17,Pulaski,Arkansas,72209,34.72,-92.35,1,3,05,119
573,2015-02-15,Los Angeles,California,90813,33.78,-118.18,0,5,06,037
574,2015-02-09,Pasco,Florida,34654,28.24,-82.71,3,1,12,101
575,2015-02-08,Crockett,Tennessee,38034,35.91,-89.24,0,6,47,033
576,2015-02-07,Douglas,Georgia,30135,33.74,-84.74,5,2,13,097
577,2015-02-06,Tulsa,Oklahoma,74115,36.12,-95.91,1,4,40,143
578,2015-02-05,None,Ohio,NaN,41.4323067,-81.5102655,3,3,,
579,2015-02-01,Onondaga,New York,13204,43.04,-76.14,0,6,36,067
580,2015-02-01,New York,New York,10031,40.71,-73.99,1,4,36,061
581,2015-01-31,Troup,Georgia,30240,33.03,-84.98,4,0,13,285
582,2015-01-28,Dekalb,Georgia,30088,33.8,-84.17,1,3,,
583,2015-01-26,San Joaquin,California,95206,37.9,-121.4,1,3,06,077
584,2015-01-24,Queens,New York,11413,40.66,-73.75,4,1,36,081
585,2015-01-24,Douglas,Nebraska,68111,41.26,-96.01,3,5,31,055
586,2015-01-23,Suffolk,Massachusetts,02130,42.3,-71.11,0,6,25,025
587,2015-01-20,Montgomery,Tennessee,37042,36.56,-87.34,1,3,47,125
588,2015-01-19,Bexar,Texas,78202,29.45,-98.5,2,5,48,029
589,2015-01-13,Winnebago,Illinois,61101,42.27,-89.06,2,2,17,201
590,2015-01-13,Chesapeake City,Virginia,23321,36.67,-76.3,0,5,51,550
591,2015-01-11,Cumberland,North Carolina,28348,34.97,-78.95,2,5,37,051
592,2015-01-11,Polk,Florida,33810,28.04,-81.96,1,3,12,105
593,2015-01-11,Santa Clara,California,95111,37.28,-121.83,0,5,06,085
594,2015-01-10,Sedgwick,Kansas,67218,37.68,-97.34,2,2,20,173
595,2015-01-09,San Francisco,California,94102,37.77,-122.41,4,0,06,075
596,2015-01-08,Suffolk,Massachusetts,02121,42.35,-71.06,1,3,25,025
597,2015-01-07,Hamilton,Tennessee,37402,35.06,-85.25,1,3,47,065
598,2015-01-06,Miami-Dade,Florida,33147,25.77,-80.2,1,3,12,086
599,2015-01-04,Roanoke City,Virginia,24017,37.27,-79.95,2,4,51,770
600,2015-01-04,Dallas,Texas,75253,32.79,-96.76,3,1,48,113
601,2015-01-02,Chatham,Georgia,31405,32.08,-81.1,1,4,13,051
602,2015-01-01,Shelby,Tennessee,38119,35.1,-90.0,0,5,47,157
603,2016-12-31,Cook,Georgia,31637,31.26,-83.46,2,2,13,075
604,2016-12-31,Harris,Texas,77004,29.76,-95.38,1,3,48,201
605,2016-12-30,Richland,Ohio,44903,40.76,-82.52,0,5,39,139
606,2016-12-30,New Haven,Connecticut,06492,41.44,-72.81,2,3,09,009
607,2016-12-28,Muscogee,Georgia,31906,32.51,-84.87,1,4,13,215
608,2016-12-25,Cook,Illinois,60619,41.83,-87.68,3,4,17,031
609,2016-12-25,Dale,Alabama,36360,31.43,-85.64,0,4,01,045
610,2016-12-25,Westchester,New York,10550,40.91,-73.82,1,5,36,119
611,2016-12-24,Rockingham,North Carolina,27025,36.38,-79.97,0,7,37,157
612,2016-12-24,Wilson,North Carolina,27893,35.73,-77.92,4,0,37,195
613,2016-12-23,Jefferson,Alabama,35234,33.52,-86.79,1,3,01,073
614,2016-12-23,Cook,Illinois,60644,41.83,-87.68,0,4,17,031
615,2016-12-17,Cook,Illinois,60628,41.83,-87.68,5,0,17,031
616,2016-12-17,Mecklenburg,North Carolina,28206,35.19,-80.83,0,4,37,119
617,2016-12-16,Cook,Illinois,60612,41.83,-87.68,0,4,17,031
618,2016-12-16,Cook,Illinois,60632,41.83,-87.68,2,2,17,031
619,2016-12-12,Sacramento,California,95841,38.66,-121.35,1,3,06,067
620,2016-12-11,Kings,New York,11237,40.64,-73.94,0,4,36,047
621,2016-12-11,Orange,Florida,32808,28.5,-81.37,1,4,12,095
622,2016-12-11,Baltimore City,Maryland,21225,39.22,-76.61,0,5,24,510
623,2016-12-11,Edgecombe,North Carolina,27801,35.95,-77.81,0,4,37,065
624,2016-12-09,None,Texas,NaN,29.7760599,-95.11465330000001,4,0,,
625,2016-12-09,Fresno,California,93706,36.64,-119.91,0,4,06,019
626,2016-12-05,Bernalillo,New Mexico,87123,35.11,-106.62,4,1,35,001
627,2016-12-03,Los Angeles,California,90047,33.95,-118.3,0,6,06,037
628,2016-12-02,Essex,New Jersey,07003,40.81,-74.18,0,6,34,013
629,2016-12-01,None,California,NaN,39.0262841,-122.6719304,1,3,,
630,2016-11-30,Baltimore City,Maryland,21216,39.3,-76.61,2,4,24,510
631,2016-11-28,Hidalgo,Texas,78572,26.21,-98.31,1,3,48,215
632,2016-11-28,Los Angeles,California,90744,33.77,-118.26,0,4,06,037
633,2016-11-28,Los Angeles,California,90731,33.73,-118.29,0,4,06,037
634,2016-11-27,Orleans Parish,Louisiana,70112,30.06,-89.93,1,9,22,071
635,2016-11-27,Jackson,Missouri,64132,39.09,-94.58,0,7,29,095
636,2016-11-26,Cook,Illinois,60617,41.83,-87.68,1,5,17,031
637,2016-11-25,Orleans Parish,Louisiana,70113,30.06,-89.93,0,4,22,071
638,2016-11-24,Jefferson,Kentucky,40211,38.22,-85.74,2,4,21,111
639,2016-11-24,Albany,New York,12206,42.66,-73.79,1,3,36,001
640,2016-11-23,Desoto,Mississippi,38654,34.95,-89.82,0,4,,
641,2016-11-22,Hendry,Florida,33440,26.75,-80.93,1,4,12,051
642,2016-11-18,Cook,Illinois,60639,41.83,-87.68,0,4,17,031
643,2016-11-17,Dyer,Tennessee,38024,36.03,-89.38,1,7,47,045
644,2016-11-13,Duval,Florida,32209,30.33,-81.65,3,2,12,031
645,2016-11-13,Bexar,Texas,78218,29.45,-98.5,0,4,48,029
646,2016-11-13,San Diego,California,92105,32.73,-117.08,3,2,06,073
647,2016-11-13,Orange,Florida,32811,28.5,-81.37,0,4,12,095
648,2016-11-12,Sacramento,California,95828,38.48,-121.4,1,5,06,067
649,2016-11-12,None,Missouri,NaN,39.0997265,-94.5785667,1,3,,
650,2016-11-12,Fairfield,Connecticut,06604,41.18,-73.19,0,5,09,001
651,2016-11-11,Harris,Texas,77012,29.76,-95.38,0,4,48,201
652,2016-11-10,Harris,Texas,77085,29.76,-95.38,1,3,48,201
653,2016-11-09,King,Washington,98101,47.61,-122.33,0,5,53,033
654,2016-11-09,Cook,Illinois,60624,41.83,-87.68,1,3,17,031
655,2016-11-09,Shelby,Tennessee,38116,35.1,-90.0,0,4,47,157
656,2016-11-05,Broward,Florida,33312,26.14,-80.13,1,3,12,011
657,2016-11-05,Bexar,Texas,78217,29.45,-98.5,0,4,48,029
658,2016-11-05,Horry,South Carolina,29582,33.82,-78.67,0,5,45,051
659,2016-11-05,Alameda,California,94612,37.8,-122.27,0,8,06,001
660,2016-11-05,Cook,Illinois,60640,41.83,-87.68,0,5,17,031
661,2016-11-04,Philadelphia,Pennsylvania,19143,39.95,-75.16,0,4,42,101
662,2016-11-03,Cook,Illinois,60617,41.83,-87.68,2,2,17,031
663,2016-11-03,Essex,New Jersey,07050,40.76,-74.23,2,2,34,013
664,2016-11-02,Pulaski,Arkansas,72206,34.72,-92.35,1,4,05,119
665,2016-11-01,Shelby,Tennessee,38118,35.1,-90.0,1,5,47,157
666,2016-10-31,Caddo Parish,Louisiana,71106,32.47,-93.79,0,4,22,017
