,Incident Date,County,State,Zipcode,Latitude,Longitude,# Killed,# Injured,State FIPS,County FIPS
1002,2017-12-06,Cook,Illinois,60640,41.83,-87.68,0,4,17,031
1003,2017-12-04,Allegheny,Pennsylvania,15206,40.43,-79.97,2,2,42,003
1004,2017-12-03,Shelby,Tennessee,38103,35.1,-90.0,1,3,47,157
1005,2017-12-02,Wayne,Michigan,48202,42.38,-83.1,0,4,26,163
1006,2017-11-30,Wayne,Michigan,48213,42.38,-83.1,1,4,26,163
1007,2017-11-24,Lincoln,Mississippi,39601,31.58,-90.44,1,6,28,085
1008,2017-11-24,Cuyahoga,Ohio,44120,41.47,-81.67,1,5,39,035
1009,2017-11-18,Hennepin,Minnesota,55412,44.96,-93.26,0,4,27,053
1010,2017-11-17,Iberia Parish,Louisiana,70560,30.0,-91.81,0,4,22,045
1011,2017-11-16,Muscogee,Georgia,31901,32.51,-84.87,0,7,13,215
1012,2017-11-14,Tehama,California,96021,39.92,-122.28,6,12,06,103
1013,2017-11-14,Contra Costa,California,94803,37.95,-122.26,2,2,06,013
1014,2017-11-12,Lake,Indiana,46403,41.59,-87.34,0,7,18,089
1015,2017-11-12,Fresno,California,93725,36.6,-119.75,0,5,06,019
1016,2017-11-12,Fulton,Georgia,30303,33.75,-84.39,2,2,13,121
1017,2017-11-11,Dallas,Texas,75215,32.79,-96.76,1,3,48,113
1018,2017-11-11,Orleans Parish,Louisiana,70117,30.06,-89.93,1,5,22,071
1019,2017-11-11,Cumberland,North Carolina,28303,35.05,-78.87,1,5,37,051
1020,2017-11-10,Montgomery,Ohio,45417,39.77,-84.19,0,4,39,113
1021,2017-11-09,Philadelphia,Pennsylvania,19145,39.95,-75.16,0,4,42,101
1022,2017-11-05,Wilson,Texas,78161,29.26,-98.06,27,20,48,493
1023,2017-11-04,Travis,Texas,78758,30.26,-97.74,0,4,48,453
1024,2017-11-04,Mahoning,Ohio,44507,41.09,-80.64,0,4,39,099
1025,2017-11-04,Los Angeles,California,90401,34.01,-118.49,1,3,06,037
1026,2017-11-03,Hennepin,Minnesota,55404,44.96,-93.26,0,4,27,053
1027,2017-11-03,Los Angeles,California,90248,33.88,-118.27,0,4,06,037
1028,2017-11-03,Erie,New York,14215,42.88,-78.85,0,4,36,029
1029,2017-11-03,St. Tammany Parish,Louisiana,70445,30.3,-89.92,1,4,22,103
1030,2017-10-29,Travis,Texas,78751,30.26,-97.74,1,3,48,453
1031,2017-10-28,Lucas,Ohio,43604,41.66,-83.58,0,4,39,095
1032,2017-10-28,Petersburg City,Virginia,23803,37.2,-77.39,1,3,51,730
1033,2017-10-27,Jefferson,Kentucky,40210,38.22,-85.74,0,6,21,111
1034,2017-10-27,San Francisco,California,94115,37.78,-122.43,0,4,06,075
1035,2017-10-23,Lake,California,95423,39.05,-122.55,2,3,06,033
1036,2017-10-22,Hartford,Connecticut,06114,41.76,-72.68,0,4,09,003
1037,2017-10-22,Chambers,Alabama,36863,32.86,-85.2,2,7,01,017
1038,2017-10-21,Duval,Florida,32218,30.33,-81.65,0,4,12,031
1039,2017-10-21,Davidson,Tennessee,37203,36.17,-86.78,0,4,47,037
1040,2017-10-21,Delaware,Pennsylvania,19013,39.84,-75.37,0,4,42,045
1041,2017-10-21,Hillsborough,Florida,33603,27.95,-82.48,0,4,12,057
1042,2017-10-18,Harford,Maryland,21040,39.42,-76.29,3,3,24,025
1043,2017-10-17,Kings,New York,11226,40.64,-73.94,0,4,36,047
1044,2017-10-16,None,Mississippi,NaN,37.09024,-95.712891,1,3,,
1045,2017-10-15,Harris,Texas,77081,29.76,-95.38,2,2,48,201
1046,2017-10-15,Maricopa,Arizona,85037,33.48,-112.25,1,3,04,013
1047,2017-10-12,Orange,California,92656,33.57,-117.72,2,2,06,059
1048,2017-10-11,Lawrence,Ohio,45659,38.66,-82.63,4,0,39,087
1049,2017-10-10,San Francisco,California,94110,37.74,-122.41,0,4,06,075
1050,2017-10-09,Harris,Texas,77021,29.76,-95.38,0,5,48,201
1051,2017-10-07,Maricopa,Arizona,85037,33.48,-112.25,0,4,04,013
1052,2017-10-06,Cook,Illinois,60620,41.83,-87.68,0,5,17,031
1053,2017-10-05,Pinal,Arizona,85122,32.91,-111.74,4,0,04,021
1054,2017-10-03,Miami-Dade,Florida,33147,25.77,-80.2,0,4,12,086
1055,2017-10-01,Douglas,Kansas,66044,38.96,-95.25,3,2,20,045
1056,2017-10-01,Clark,Nevada,89119,36.08,-115.14,59,441,32,003
1057,2017-09-30,Shelby,Tennessee,38106,35.1,-90.0,1,3,47,157
1058,2017-09-28,Orleans Parish,Louisiana,70119,30.06,-89.93,1,3,22,071
1059,2017-09-26,Philadelphia,Pennsylvania,19144,39.95,-75.16,1,3,42,101
1060,2017-09-26,Shelby,Tennessee,38108,35.1,-90.0,0,4,47,157
1061,2017-09-26,Baltimore City,Maryland,21213,39.3,-76.61,2,2,24,510
1062,2017-09-24,Baltimore City,Maryland,21225,39.22,-76.61,0,4,24,510
1063,2017-09-24,Davidson,Tennessee,37013,36.04,-86.64,1,8,47,037
1064,2017-09-24,Onondaga,New York,13210,43.04,-76.14,0,4,36,067
1065,2017-09-24,Atlantic,New Jersey,08330,39.45,-74.72,1,3,34,001
1066,2017-09-23,Kern,California,93309,35.34,-119.07,1,4,06,029
1067,2017-09-23,Vermilion,Illinois,61832,40.14,-87.61,0,5,17,183
1068,2017-09-23,Hartford,Connecticut,06112,41.76,-72.68,2,2,09,003
1069,2017-09-20,Lake,Indiana,46404,41.59,-87.34,0,5,18,089
1070,2017-09-17,Wayne,Michigan,48208,42.38,-83.1,1,3,26,163
1071,2017-09-17,Petersburg City,Virginia,23803,37.2,-77.39,1,4,51,730
1072,2017-09-16,Richland,South Carolina,29201,34.0,-81.03,0,8,45,079
1073,2017-09-13,Shelby,Tennessee,38107,35.1,-90.0,1,5,47,157
1074,2017-09-13,Spokane,Washington,99030,47.48,-117.14,1,3,53,063
1075,2017-09-13,York,Pennsylvania,17401,39.96,-76.73,0,4,42,133
1076,2017-09-13,Philadelphia,Pennsylvania,19133,39.95,-75.16,0,4,42,101
1077,2017-09-10,Orleans Parish,Louisiana,70116,30.06,-89.93,1,3,22,071
1078,2017-09-10,Collin,Texas,75023,33.04,-96.74,9,1,48,085
1079,2017-09-09,None,Alabama,NaN,32.4073589,-87.02110069999999,0,4,,
1080,2017-09-06,Cook,Illinois,60612,41.83,-87.68,0,4,17,031
1081,2017-09-04,Cook,Illinois,60104,41.88,-87.87,0,4,17,031
1082,2017-09-03,Los Angeles,California,90304,33.93,-118.36,2,3,06,037
1083,2017-09-02,Jefferson,Kentucky,40291,38.22,-85.74,0,4,21,111
1084,2017-09-02,Cook,Illinois,60620,41.83,-87.68,1,3,17,031
1085,2017-08-28,Curry,New Mexico,88101,34.41,-103.2,2,4,35,009
1086,2017-08-27,Sacramento,California,95832,38.43,-121.51,1,4,06,067
1087,2017-08-27,Vanderburgh,Indiana,47713,37.98,-87.54,1,3,18,163
1088,2017-08-25,Alachua,Florida,32603,29.67,-82.33,0,4,12,001
1089,2017-08-24,St. Louis,Missouri,63137,38.63,-90.24,4,0,29,189
1090,2017-08-22,Cook,Illinois,60644,41.83,-87.68,0,4,17,031
1091,2017-08-21,None,New Jersey,NaN,40.735657,-74.1723667,0,4,,
1092,2017-08-21,Nash,North Carolina,27891,36.1,-77.71,4,0,37,127
1093,2017-08-21,Essex,New Jersey,07103,40.72,-74.17,1,3,34,013
1094,2017-08-21,Baltimore City,Maryland,21215,39.3,-76.61,1,3,24,510
1095,2017-08-21,Shelby,Tennessee,38105,35.1,-90.0,0,4,47,157
1096,2017-08-20,Kings,New York,11236,40.64,-73.94,0,4,36,047
1097,2017-08-20,Cook,Illinois,60643,41.83,-87.68,2,5,17,031
1098,2017-08-19,Cuyahoga,Ohio,44106,41.47,-81.67,1,4,39,035
1099,2017-08-16,Suffolk,New York,11798,40.74,-73.37,0,4,36,103
1100,2017-08-14,Los Angeles,California,91601,34.16,-118.37,2,2,06,037
1101,2017-08-13,Philadelphia,Pennsylvania,19104,39.95,-75.16,0,5,42,101
1102,2017-08-13,Sacramento,California,95820,38.53,-121.44,0,4,06,067
1103,2017-08-13,Suffolk City,Virginia,23437,36.7,-76.63,0,4,51,800
1104,2017-08-12,St. Louis,Missouri,63138,38.63,-90.24,1,3,29,189
1105,2017-08-08,Cook,Illinois,60653,41.83,-87.68,1,6,17,031
1106,2017-08-06,Bronx,New York,10469,40.84,-73.87,0,6,36,005
1107,2017-08-06,None,New York,NaN,40.8447819,-73.8648268,0,4,,
1108,2017-08-06,Alameda,California,94603,37.73,-122.17,0,7,06,001
1109,2017-08-05,Ocean,New Jersey,08701,40.09,-74.21,0,4,34,029
1110,2017-08-05,Allendale,South Carolina,29810,33.0,-81.3,1,3,45,005
1111,2017-08-05,Leon,Florida,32304,30.45,-84.28,1,3,12,073
1112,2017-08-04,Big Horn,Montana,59050,45.22,-107.42,3,2,30,003
1113,2017-08-03,District Of Columbia,District of Columbia,20018,38.89,-77.03,1,3,,
1114,2017-08-02,Baltimore City,Maryland,21205,39.3,-76.61,0,4,24,510
1115,2017-08-01,Cook,Illinois,60651,41.83,-87.68,0,4,17,031
1116,2017-08-01,Yakima,Washington,98948,46.28,-120.25,0,6,53,077
1117,2017-08-01,Fresno,California,93706,36.64,-119.91,0,7,06,019
1118,2017-07-31,Macon,Illinois,62521,39.85,-88.93,0,4,17,115
1119,2017-07-30,Norfolk City,Virginia,23502,36.84,-76.28,1,5,51,710
1120,2017-07-30,El Paso,Texas,79936,31.84,-106.43,1,3,48,141
1121,2017-07-29,Erie,New York,14215,42.88,-78.85,1,4,36,029
1122,2017-07-29,Rowan,North Carolina,28144,35.66,-80.48,2,3,37,159
1123,2017-07-28,New Castle,Delaware,19801,39.73,-75.53,0,4,10,003
1124,2017-07-27,Cook,Illinois,60649,41.83,-87.68,1,4,17,031
1125,2017-07-26,Guilford,North Carolina,27260,35.98,-79.99,1,6,37,081
1126,2017-07-25,Duval,Florida,32209,30.33,-81.65,1,3,12,031
1127,2017-07-23,Cook,Illinois,60619,41.83,-87.68,1,3,17,031
1128,2017-07-23,East Baton Rouge Parish,Louisiana,70807,30.44,-91.12,0,4,22,033
1129,2017-07-22,Hamilton,Ohio,45202,39.09,-84.51,0,5,39,061
1130,2017-07-19,Henrico,Virginia,23223,37.55,-77.46,0,5,51,087
1131,2017-07-19,Los Angeles,California,90061,33.92,-118.27,1,3,06,037
1132,2017-07-18,Milwaukee,Wisconsin,53210,43.06,-87.96,0,4,55,079
1133,2017-07-18,Mercer,New Jersey,08611,40.22,-74.76,1,3,34,021
1134,2017-07-18,Maricopa,Arizona,85335,33.59,-112.33,0,4,04,013
1135,2017-07-15,Philadelphia,Pennsylvania,19146,39.95,-75.16,1,3,42,101
1136,2017-07-15,Cook,Illinois,60643,41.83,-87.68,0,4,17,031
1137,2017-07-09,Brunswick,Virginia,23868,36.75,-77.85,0,7,51,025
1138,2017-07-08,Madison,Illinois,62024,38.88,-90.1,0,4,17,119
1139,2017-07-08,Hamilton,Ohio,45251,39.09,-84.51,1,8,39,061
1140,2017-07-06,Lauderdale,Mississippi,39301,32.38,-88.71,0,4,28,075
1141,2017-07-05,Chatham,Georgia,31401,32.08,-81.1,0,4,13,051
1142,2017-07-05,Cook,Illinois,60628,41.83,-87.68,2,2,17,031
1143,2017-07-05,Somerset,Maine,04950,44.79,-69.88,4,1,23,025
1144,2017-07-04,Orange,Florida,32809,28.5,-81.37,0,4,12,095
1145,2017-07-04,Hampton City,Virginia,23669,37.04,-76.29,1,4,51,650
1146,2017-07-04,Wake,North Carolina,27601,35.82,-78.65,1,3,37,183
1147,2017-07-03,Autauga,Alabama,36067,32.46,-86.44,3,1,01,001
1148,2017-07-03,Oakland,Michigan,48341,42.64,-83.28,1,3,26,125
1149,2017-07-02,Hudson,New Jersey,07305,40.71,-74.06,0,4,34,017
1150,2017-07-02,Greenwood,South Carolina,29646,34.19,-82.15,0,4,45,047
1151,2017-07-01,Kankakee,Illinois,60954,41.16,-87.66,0,4,17,091
1152,2017-07-01,Essex,New Jersey,07102,40.72,-74.17,2,2,34,013
1153,2017-07-01,Alameda,California,94602,37.8,-122.21,0,4,06,001
1154,2017-07-01,Pulaski,Arkansas,72201,34.72,-92.35,0,25,05,119
1155,2017-06-30,Bronx,New York,10457,40.84,-73.87,2,6,36,005
1156,2017-06-27,Cook,Illinois,60644,41.83,-87.68,0,5,17,031
1157,2017-06-25,District Of Columbia,District of Columbia,20019,38.89,-77.03,0,4,,
1158,2017-06-25,St. Louis City,Missouri,63115,38.63,-90.24,1,3,29,189
1159,2017-06-24,Broward,Florida,33311,26.14,-80.13,1,4,12,011
1160,2017-06-24,New York,New York,10026,40.71,-73.99,0,5,36,061
1161,2017-06-24,Burlington,New Jersey,08046,40.02,-74.88,0,4,34,005
1162,2017-06-22,Fulton,Georgia,30310,33.72,-84.42,1,6,13,121
1163,2017-06-18,St. Louis City,Missouri,63106,38.63,-90.24,3,2,29,189
1164,2017-06-18,District Of Columbia,District of Columbia,20020,38.89,-77.03,0,4,,
1165,2017-06-18,Cook,Illinois,60651,41.83,-87.68,0,4,17,031
1166,2017-06-18,Horry,South Carolina,29575,33.69,-78.89,0,7,45,051
1167,2017-06-17,Cook,Illinois,60644,41.83,-87.68,0,4,17,031
1168,2017-06-17,Franklin,Ohio,43229,39.98,-82.98,1,4,39,049
1169,2017-06-15,Henrico,Virginia,23227,37.55,-77.46,1,3,51,087
1170,2017-06-15,Rio Arriba,New Mexico,87539,36.38,-106.04,5,0,35,039
1171,2017-06-14,Alexandria City,Virginia,22301,38.82,-77.08,1,5,51,510
1172,2017-06-14,Stark,Ohio,44714,40.81,-81.37,0,4,39,151
1173,2017-06-14,San Francisco,California,94107,37.76,-122.39,4,2,06,075
1174,2017-06-13,Baltimore City,Maryland,21216,39.3,-76.61,0,4,24,510
1175,2017-06-13,Baltimore City,Maryland,21218,39.3,-76.61,2,2,24,510
1176,2017-06-13,St. Louis,Missouri,63130,38.63,-90.24,0,4,29,189
1177,2017-06-11,Cook,Illinois,60623,41.83,-87.68,0,9,17,031
1178,2017-06-11,Hamilton,Tennessee,37406,35.06,-85.25,0,4,47,065
1179,2017-06-11,Harris,Texas,77090,29.76,-95.38,0,4,48,201
1180,2017-06-10,Shelby,Tennessee,38104,35.1,-90.0,0,4,47,157
1181,2017-06-09,Tarrant,Texas,76104,32.75,-97.33,2,5,48,439
1182,2017-06-08,Orleans Parish,Louisiana,70122,30.06,-89.93,0,6,22,071
1183,2017-06-06,Salt Lake,Utah,84093,40.59,-111.81,3,2,49,035
1184,2017-06-05,Orange,Florida,32807,28.5,-81.37,6,0,12,095
1185,2017-06-03,St. Louis City,Missouri,63113,38.63,-90.24,2,2,29,189
1186,2017-06-03,Orleans Parish,Louisiana,70119,30.06,-89.93,3,2,22,071
1187,2017-06-02,Los Angeles,California,90003,33.96,-118.27,1,3,06,037
1188,2017-06-02,Webb,Texas,78041,27.53,-99.48,2,3,48,479
1189,2017-06-01,St. Louis City,Missouri,63120,38.63,-90.24,3,1,29,189
1190,2017-05-30,Butler,Ohio,45044,39.5,-84.37,1,3,39,017
1191,2017-05-29,Jefferson,Kentucky,40202,38.22,-85.74,1,3,21,111
1192,2017-05-28,Russell,Alabama,36869,32.46,-85.01,0,12,01,113
1193,2017-05-28,Passaic,New Jersey,07505,40.91,-74.16,1,5,34,031
1194,2017-05-28,Jackson,Mississippi,39563,30.42,-88.52,0,5,28,059
1195,2017-05-27,New York,New York,10014,40.71,-73.99,0,4,36,061
1196,2017-05-27,District Of Columbia,District of Columbia,20001,38.89,-77.03,1,7,,
1197,2017-05-27,Lincoln,Mississippi,39629,31.43,-90.45,8,1,28,085
1198,2017-05-26,Miami-Dade,Florida,33054,25.93,-80.26,0,4,12,086
1199,2017-05-21,Polk,Iowa,50310,41.57,-93.61,1,3,19,153
1200,2017-05-21,Maricopa,Arizona,85213,33.44,-111.76,0,4,04,013
1201,2017-05-20,Philadelphia,Pennsylvania,19125,39.95,-75.16,0,10,42,101
1202,2017-05-16,Colleton,South Carolina,29475,33.0,-80.81,3,1,45,029
1203,2017-05-14,Craighead,Arkansas,72401,35.82,-90.68,1,6,05,031
1204,2017-05-14,Cook,Illinois,60419,41.62,-87.59,0,5,17,031
1205,2017-05-14,Highlands,Florida,33825,27.59,-81.5,0,5,12,055
1206,2017-05-14,Tarrant,Texas,76116,32.75,-97.33,0,4,48,439
1207,2017-05-10,Mercer,New Jersey,08611,40.22,-74.76,1,3,34,021
1208,2017-05-09,Wyandotte,Kansas,66103,39.1,-94.62,3,1,20,209
1209,2017-05-07,Cook,Illinois,60632,41.83,-87.68,2,8,17,031
1210,2017-05-04,Genesee,Michigan,48503,43.02,-83.69,1,3,26,049
1211,2017-05-02,Duval,Florida,32209,30.33,-81.65,1,3,12,031
1212,2017-05-01,Dallas,Texas,75223,32.79,-96.76,2,3,48,113
1213,2017-04-30,San Diego,California,92122,32.85,-117.2,2,6,06,073
1214,2017-04-30,Shawnee,Kansas,66614,39.03,-95.69,4,1,20,177
1215,2017-04-30,None,Florida,NaN,30.3321838,-81.65565099999999,0,5,,
1216,2017-04-30,Horry,South Carolina,29569,34.05,-78.89,1,5,45,051
1217,2017-04-29,Los Angeles,California,90033,34.04,-118.21,1,3,06,037
1218,2017-04-29,Sacramento,California,95820,38.53,-121.44,0,5,06,067
1219,2017-04-29,Los Angeles,California,90605,33.94,-118.03,1,5,06,037
1220,2017-04-29,Montgomery,Maryland,20874,39.17,-77.26,1,3,24,031
1221,2017-04-29,Los Angeles,California,90222,33.91,-118.23,0,4,06,037
1222,2017-04-29,Virginia Beach City,Virginia,23451,36.73,-76.04,0,4,51,810
1223,2017-04-28,Delaware,Pennsylvania,19013,39.84,-75.37,0,4,42,045
1224,2017-04-27,Essex,New Jersey,07106,40.72,-74.17,1,3,34,013
1225,2017-04-26,Miami-Dade,Florida,33032,25.46,-80.45,0,4,12,086
1226,2017-04-21,Brevard,Florida,32905,27.98,-80.66,2,2,12,009
1227,2017-04-20,Jefferson,Kentucky,40203,38.22,-85.74,0,4,21,111
1228,2017-04-16,Solano,California,94590,38.09,-122.25,0,4,06,095
1229,2017-04-16,Pasquotank,North Carolina,27909,36.29,-76.22,0,4,37,139
1230,2017-04-16,Franklin,Ohio,43211,39.98,-82.98,0,9,39,049
1231,2017-04-15,Whiteside,Illinois,61071,41.77,-89.69,0,4,17,195
1232,2017-04-15,Philadelphia,Pennsylvania,19120,39.95,-75.16,0,4,42,101
1233,2017-04-15,Marion,Indiana,46225,39.77,-86.14,0,4,18,097
1234,2017-04-15,Jefferson,Alabama,35215,33.52,-86.79,0,6,01,073
1235,2017-04-15,Cook,Illinois,60426,41.6,-87.65,0,4,17,031
1236,2017-04-15,Riverside,California,92220,33.92,-116.83,0,4,06,065
1237,2017-04-13,Fulton,Georgia,30314,33.75,-84.42,1,3,13,121
1238,2017-04-09,Bexar,Texas,78224,29.45,-98.5,1,3,48,029
1239,2017-04-09,Allen,Indiana,46818,41.07,-85.13,1,3,18,003
1240,2017-04-07,Catawba,North Carolina,28601,35.73,-81.32,3,1,37,035
1241,2017-04-07,Harris,Texas,77021,29.76,-95.38,5,0,48,201
1242,2017-04-07,Ramsey,Minnesota,55109,44.94,-93.1,4,1,27,123
1243,2017-04-07,Cook,Illinois,60644,41.83,-87.68,1,5,17,031
1244,2017-04-06,Calcasieu Parish,Louisiana,70601,30.21,-93.2,1,3,22,019
1245,2017-04-03,Philadelphia,Pennsylvania,19122,39.95,-75.16,3,1,42,101
1246,2017-04-03,Lubbock,Texas,79412,33.57,-101.87,0,7,48,303
1247,2017-04-02,Cook,Illinois,60624,41.83,-87.68,2,4,17,031
1248,2017-04-02,Polk,Iowa,50310,41.57,-93.61,0,5,19,153
1249,2017-04-01,Contra Costa,California,94565,38.0,-121.83,0,5,06,013
1250,2017-04-01,Hillsborough,Florida,33606,27.95,-82.48,1,4,12,057
1251,2017-04-01,Oklahoma,Oklahoma,73107,35.46,-97.51,2,3,40,109
1252,2017-03-30,Cook,Illinois,60649,41.83,-87.68,4,0,17,031
1253,2017-03-27,Seminole,Florida,32771,28.78,-81.27,2,4,12,117
1254,2017-03-26,None,Ohio,NaN,41.49932,-81.6943605,2,2,,
1255,2017-03-26,Harris,Texas,77032,29.76,-95.38,2,4,48,201
1256,2017-03-26,Hamilton,Ohio,45226,39.09,-84.51,2,15,39,061
1257,2017-03-25,Knox,Tennessee,37921,35.97,-83.94,1,4,47,093
1258,2017-03-25,Wayne,Michigan,48204,42.38,-83.1,1,3,26,163
1259,2017-03-25,Cuyahoga,Ohio,44104,41.47,-81.67,2,2,39,035
1260,2017-03-24,Fresno,California,93727,36.75,-119.67,1,4,06,019
1261,2017-03-24,St. Louis City,Missouri,63115,38.63,-90.24,1,6,29,189
1262,2017-03-22,Marathon,Wisconsin,54474,44.88,-89.62,5,0,55,073
1263,2017-03-19,Jefferson,Kentucky,40203,38.22,-85.74,1,5,21,111
1264,2017-03-18,Wayne,Michigan,48227,42.38,-83.1,3,2,26,163
1265,2017-03-15,Jefferson Parish,Louisiana,70001,29.99,-90.17,3,1,22,051
1266,2017-03-10,Cook,Illinois,60615,41.83,-87.68,2,2,17,031
1267,2017-03-10,Orleans Parish,Louisiana,70122,30.06,-89.93,3,1,22,071
1268,2017-03-07,Cook,Illinois,60620,41.83,-87.68,0,4,17,031
1269,2017-03-05,Muscogee,Georgia,31904,32.51,-84.87,0,4,13,215
1270,2017-03-04,Shawnee,Kansas,66605,39.03,-95.69,1,4,20,177
1271,2017-03-04,Sacramento,California,95817,38.55,-121.45,0,4,06,067
1272,2017-03-03,Philadelphia,Pennsylvania,19119,39.95,-75.16,0,4,42,101
1273,2017-03-03,Riverside,California,92503,33.89,-117.44,0,5,06,065
1274,2017-02-28,Hamilton,Ohio,45223,39.09,-84.51,0,6,39,061
1275,2017-02-27,Newport News City,Virginia,23606,37.07,-76.51,0,4,51,700
1276,2017-02-26,Lake,Indiana,46404,41.59,-87.34,1,4,18,089
1277,2017-02-25,Trumbull,Ohio,44484,41.23,-80.81,2,3,39,155
1278,2017-02-25,Duval,Florida,32209,30.33,-81.65,1,4,12,031
1279,2017-02-22,Monroe,New York,14611,43.16,-77.61,0,4,36,055
1280,2017-02-21,Cuyahoga,Ohio,44111,41.47,-81.67,0,4,39,035
1281,2017-02-21,Lauderdale,Mississippi,39364,32.43,-88.46,4,0,28,075
1282,2017-02-20,Cuyahoga,Ohio,44108,41.47,-81.67,0,5,39,035
1283,2017-02-19,Norfolk City,Virginia,23504,36.84,-76.28,1,3,51,710
1284,2017-02-18,Philadelphia,Pennsylvania,19139,39.95,-75.16,0,4,42,101
1285,2017-02-18,St. Joseph,Indiana,46616,41.67,-86.26,1,3,18,141
1286,2017-02-15,Monterey,California,93901,36.64,-121.62,0,4,06,053
1287,2017-02-15,Cook,Illinois,60632,41.83,-87.68,3,2,17,031
1288,2017-02-12,Pemiscot,Missouri,63830,36.17,-89.66,1,6,29,155
1289,2017-02-12,Orange,New York,12550,41.5,-74.02,1,3,36,071
1290,2017-02-12,Madison,Florida,32331,30.46,-83.63,0,5,12,079
1291,2017-02-11,Cook,Illinois,60644,41.83,-87.68,1,3,17,031
1292,2017-02-11,Hardin,Tennessee,38372,35.22,-88.23,0,4,47,071
1293,2017-02-10,Orleans Parish,Louisiana,70113,30.06,-89.93,1,5,22,071
1294,2017-02-09,Hinds,Mississippi,39209,32.32,-90.2,4,0,28,049
1295,2017-02-08,Cuyahoga,Ohio,44112,41.47,-81.67,1,4,39,035
1296,2017-02-07,Richland,South Carolina,29203,34.0,-81.03,0,4,45,079
1297,2017-02-07,Pulaski,Arkansas,72210,34.72,-92.35,1,4,05,119
1298,2017-02-06,Yazoo,Mississippi,39194,32.86,-90.4,4,0,28,163
1299,2017-01-31,Shelby,Tennessee,38117,35.1,-90.0,0,4,47,157
1300,2017-01-31,District Of Columbia,District of Columbia,20032,38.89,-77.03,0,4,,
1301,2017-01-30,Hennepin,Minnesota,55429,44.96,-93.26,0,4,27,053
1302,2017-01-29,Caddo Parish,Louisiana,71108,32.47,-93.79,1,4,22,017
1303,2017-01-27,None,Washington,NaN,47.5650067,-122.6269768,4,0,,
1304,2017-01-27,Haywood,Tennessee,38012,35.59,-89.25,0,10,47,075
1305,2017-01-26,Dougherty,Georgia,31707,31.57,-84.17,2,3,13,095
1306,2017-01-25,Cook,Illinois,60619,41.83,-87.68,0,6,17,031
1307,2017-01-22,None,Texas,NaN,29.4627365,-95.35799399999999,3,2,,
1308,2017-01-22,Cook,Illinois,60636,41.83,-87.68,0,4,17,031
1309,2017-01-22,Fulton,Georgia,30331,33.71,-84.53,3,1,13,121
1310,2017-01-21,Clayton,Georgia,30236,33.52,-84.35,0,6,13,063
1311,2017-01-21,Palm Beach,Florida,33435,26.52,-80.08,0,5,12,099
1312,2017-01-21,Shelby,Tennessee,38109,35.1,-90.0,2,2,47,157
1313,2017-01-20,None,Mississippi,NaN,45.8080597,9.0851765,1,4,,
1314,2017-01-20,Fresno,California,93702,36.74,-119.75,0,4,06,019
1315,2017-01-16,Harris,Texas,77033,29.76,-95.38,0,4,48,201
1316,2017-01-16,Miami-Dade,Florida,33142,25.77,-80.2,0,8,12,086
1317,2017-01-15,None,Colorado,NaN,36.7412867,-103.9941775,3,1,,
1318,2017-01-15,Pike,Mississippi,39652,31.15,-90.46,1,4,28,113
1319,2017-01-12,Jackson,Missouri,64129,39.09,-94.58,3,2,29,095
1320,2017-01-12,Monterey,California,93905,36.67,-121.61,2,2,06,053
1321,2017-01-11,Essex,New Jersey,07105,40.72,-74.17,1,3,34,013
1322,2017-01-11,Cook,Illinois,60632,41.83,-87.68,1,3,17,031
1323,2017-01-07,Genesee,Michigan,48506,43.02,-83.69,1,3,26,049
1324,2017-01-06,Los Angeles,California,91103,34.17,-118.17,2,2,06,037
1325,2017-01-06,Broward,Florida,33315,26.14,-80.13,5,6,12,011
1326,2017-01-04,San Bernardino,California,92337,34.05,-117.46,3,1,06,071
1327,2017-01-03,Collin,Texas,75002,33.1,-96.66,0,4,48,085
1328,2017-01-01,Bolivar,Mississippi,38781,33.91,-90.75,0,5,28,011
1329,2017-01-01,Dallas,Texas,75243,32.79,-96.76,1,3,48,113
1330,2017-01-01,Miami-Dade,Florida,33147,25.77,-80.2,0,7,12,086
